"","name","Rank","year","value","lastYear"
"1878","Germany",4,1986,14.72,14.72
"1879","Bulgaria",5,1986,11.47,11.47
"1880","Romania",5,1986,10.31,10.31
"1881","Gabon",6,1986,13.73,13.73
"1882","Republic of Korea",6,1986,10.25,10.25
"1883","Slovakia",6,1986,13.3,13.3
"1884","Switzerland",6,1986,14.07,14.07
"1885","Bosnia and Herzegovina",7,1986,0,0
"1886","Cyprus",7,1986,8.33,8.33
"1887","Rwanda",7,1986,6.87,6.87
"1888","Seychelles",7,1986,3.21,3.21
"1889","Latvia",8,1986,7.79,7.79
"1890","Uganda",8,1986,7.47,7.47
"1891","Chile",9,1986,8.93,8.93
"1892","Russian Federation",10,1986,5.29,5.29
"1893","Andorra",11,1986,0,0
"1894","Australia",11,1986,12.3,12.3
"1895","Equatorial Guinea",11,1986,1.84,1.84
"1896","Poland",11,1986,9.18,9.18
"1897","Denmark",12,1986,12.26,12.26
"1898","Uruguay",12,1986,7.23,7.23
"1899","New Zealand",13,1986,12.22,12.22
"1900","United Arab Emirates",13,1986,6.74,6.74
"1901","Greece",14,1986,8.92,8.92
"1902","Kazakhstan",14,1986,0,0
"1903","Niue",14,1986,0,0
"1904","Paraguay",14,1986,7.48,7.48
"1905","Zambia",16,1986,3.07,3.07
"1906","United Kingdom of Great Britain and Northern Ireland",17,1986,10.26,10.26
"1907","Nigeria",18,1986,7.26,7.26
"1908","South Africa",18,1986,8.85,8.85
"1909","Haiti",19,1986,5.74,5.74
"1910","Sao Tome and Principe",19,1986,0.65,0.65
"1911","Burundi",20,1986,8.35,8.35
"1912","Eswatini",20,1986,6.47,6.47
"1913","Netherlands",20,1986,10.62,10.62
"1914","Dominica",21,1986,0,0
"1915","Grenada",21,1986,0,0
"1916","Canada",22,1986,9.41,9.41
"1917","Saint Kitts and Nevis",24,1986,3.98,3.98
"1918","Serbia",24,1986,0,0
"1919","Guyana",25,1986,6.06,6.06
"1920","Peru",25,1986,5.95,5.95
"1921","Austria",1,1985,13.3,13.3
"1922","Croatia",1,1985,0,0
"1923","Estonia",1,1985,0,0
"1924","France",1,1985,16.59,16.59
"1925","Hungary",1,1985,16.74,16.74
"1926","Ireland",1,1985,11.62,11.62
"1927","Portugal",1,1985,13.93,13.93
"1928","Republic of Moldova",1,1985,0,0
"1929","Slovenia",1,1985,15.07,15.07
"1930","Belarus",2,1985,11.41,11.41
"1931","Cook Islands",2,1985,0,0
"1932","Czechia",2,1985,14.24,14.24
"1933","Italy",2,1985,13.22,13.22
"1934","Lithuania",2,1985,11.56,11.56
"1935","Luxembourg",2,1985,15.74,15.74
"1936","Spain",2,1985,14.47,14.47
"1937","United States of America",2,1985,9.88,9.88
"1938","Belgium",3,1985,13.14,13.14
"1939","Saint Lucia",3,1985,8.9,8.9
"1940","Argentina",4,1985,12.75,12.75
"1941","Bahamas",4,1985,14.55,14.55
"1942","Germany",4,1985,15.14,15.14
"1943","Bulgaria",5,1985,10.92,10.92
"1944","Romania",5,1985,10.09,10.09
"1945","Gabon",6,1985,14.75,14.75
"1946","Republic of Korea",6,1985,10.18,10.18
"1947","Slovakia",6,1985,13.82,13.82
"1948","Switzerland",6,1985,14.37,14.37
"1949","Bosnia and Herzegovina",7,1985,0,0
"1950","Cyprus",7,1985,7.93,7.93
"1951","Rwanda",7,1985,7.51,7.51
"1952","Seychelles",7,1985,3.19,3.19
"1953","Latvia",8,1985,10.85,10.85
"1954","Uganda",8,1985,7.02,7.02
"1955","Chile",9,1985,9.72,9.72
"1956","Russian Federation",10,1985,7.61,7.61
"1957","Andorra",11,1985,0,0
"1958","Australia",11,1985,12.89,12.89
"1959","Equatorial Guinea",11,1985,0.25,0.25
"1960","Poland",11,1985,8.5,8.5
"1961","Denmark",12,1985,12.2,12.2
"1962","Uruguay",12,1985,7.24,7.24
"1963","New Zealand",13,1985,11.96,11.96
"1964","United Arab Emirates",13,1985,8.35,8.35
"1965","Greece",14,1985,10.88,10.88
"1966","Kazakhstan",14,1985,0,0
"1967","Niue",14,1985,0,0
"1968","Paraguay",14,1985,6.85,6.85
"1969","Zambia",16,1985,3.11,3.11
"1970","United Kingdom of Great Britain and Northern Ireland",17,1985,10.24,10.24
"1971","Nigeria",18,1985,7.27,7.27
"1972","South Africa",18,1985,8.4,8.4
"1973","Haiti",19,1985,6.41,6.41
"1974","Sao Tome and Principe",19,1985,0.76,0.76
"1975","Burundi",20,1985,8.26,8.26
"1976","Eswatini",20,1985,9.69,9.69
"1977","Netherlands",20,1985,10.55,10.55
"1978","Dominica",21,1985,0,0
"1979","Grenada",21,1985,0,0
"1980","Canada",22,1985,9.55,9.55
"1981","Saint Kitts and Nevis",24,1985,3.51,3.51
"1982","Serbia",24,1985,0,0
"1983","Guyana",25,1985,5.89,5.89
"1984","Peru",25,1985,5.1,5.1
"1985","Austria",1,1984,13.9,13.9
"1986","Croatia",1,1984,0,0
"1987","Estonia",1,1984,0,0
"1988","France",1,1984,16.89,16.89
"1989","Hungary",1,1984,16.82,16.82
"1990","Ireland",1,1984,11.07,11.07
"1991","Portugal",1,1984,16.37,16.37
"1992","Republic of Moldova",1,1984,0,0
"1993","Slovenia",1,1984,17.23,17.23
"1994","Belarus",2,1984,12.7,12.7
"1995","Cook Islands",2,1984,0,0
"1996","Czechia",2,1984,14.29,14.29
"1997","Italy",2,1984,14.08,14.08
"1998","Lithuania",2,1984,13.01,13.01
"1999","Luxembourg",2,1984,15.9,15.9
"2000","Spain",2,1984,14.49,14.49
"2001","United States of America",2,1984,10.18,10.18
"2002","Belgium",3,1984,13.26,13.26
"2003","Saint Lucia",3,1984,9.07,9.07
"2004","Argentina",4,1984,13.84,13.84
"2005","Bahamas",4,1984,14.74,14.74
"2006","Germany",4,1984,15.14,15.14
"2007","Bulgaria",5,1984,11.37,11.37
"2008","Romania",5,1984,10.14,10.14
"2009","Gabon",6,1984,15.14,15.14
"2010","Republic of Korea",6,1984,10.67,10.67
"2011","Slovakia",6,1984,14.33,14.33
"2012","Switzerland",6,1984,14.33,14.33
"2013","Bosnia and Herzegovina",7,1984,0,0
"2014","Cyprus",7,1984,7.61,7.61
"2015","Rwanda",7,1984,7.09,7.09
"2016","Seychelles",7,1984,3.12,3.12
"2017","Latvia",8,1984,12.35,12.35
"2018","Uganda",8,1984,7.84,7.84
"2019","Chile",9,1984,10.04,10.04
"2020","Russian Federation",10,1984,8.98,8.98
"2021","Andorra",11,1984,0,0
"2022","Australia",11,1984,12.74,12.74
"2023","Equatorial Guinea",11,1984,0.08,0.08
"2024","Poland",11,1984,8.31,8.31
"2025","Denmark",12,1984,12.4,12.4
"2026","Uruguay",12,1984,7.67,7.67
"2027","New Zealand",13,1984,12.08,12.08
"2028","United Arab Emirates",13,1984,12.43,12.43
"2029","Greece",14,1984,11.59,11.59
"2030","Kazakhstan",14,1984,0,0
"2031","Niue",14,1984,0,0
"2032","Paraguay",14,1984,7.03,7.03
"2033","Zambia",16,1984,2.83,2.83
"2034","United Kingdom of Great Britain and Northern Ireland",17,1984,10.16,10.16
"2035","Nigeria",18,1984,7.35,7.35
"2036","South Africa",18,1984,8.77,8.77
"2037","Haiti",19,1984,4.45,4.45
"2038","Sao Tome and Principe",19,1984,0.94,0.94
"2039","Burundi",20,1984,7.43,7.43
"2040","Eswatini",20,1984,7.66,7.66
"2041","Netherlands",20,1984,10.76,10.76
"2042","Dominica",21,1984,0,0
"2043","Grenada",21,1984,0,0
"2044","Canada",22,1984,9.68,9.68
"2045","Saint Kitts and Nevis",24,1984,3.97,3.97
"2046","Serbia",24,1984,0,0
"2047","Guyana",25,1984,4.06,4.06
"2048","Peru",25,1984,5.73,5.73
"2049","Austria",1,1983,14,14
"2050","Croatia",1,1983,0,0
"2051","Estonia",1,1983,0,0
"2052","France",1,1983,17.72,17.72
"2053","Hungary",1,1983,16.39,16.39
"2054","Ireland",1,1983,10.87,10.87
"2055","Portugal",1,1983,15.88,15.88
"2056","Republic of Moldova",1,1983,0,0
"2057","Slovenia",1,1983,17.28,17.28
"2058","Belarus",2,1983,12.43,12.43
"2059","Cook Islands",2,1983,0,0
"2060","Czechia",2,1983,14.14,14.14
"2061","Italy",2,1983,14.55,14.55
"2062","Lithuania",2,1983,0,0
"2063","Luxembourg",2,1983,16.61,16.61
"2064","Spain",2,1983,16.18,16.18
"2065","United States of America",2,1983,10.18,10.18
"2066","Belgium",3,1983,13.55,13.55
"2067","Saint Lucia",3,1983,8.52,8.52
"2068","Argentina",4,1983,14.49,14.49
"2069","Bahamas",4,1983,15.17,15.17
"2070","Germany",4,1983,15.75,15.75
"2071","Bulgaria",5,1983,10.96,10.96
"2072","Romania",5,1983,10.21,10.21
"2073","Gabon",6,1983,14.67,14.67
"2074","Republic of Korea",6,1983,10.71,10.71
"2075","Slovakia",6,1983,14.85,14.85
"2076","Switzerland",6,1983,14.41,14.41
"2077","Bosnia and Herzegovina",7,1983,0,0
"2078","Cyprus",7,1983,7.46,7.46
"2079","Rwanda",7,1983,7.74,7.74
"2080","Seychelles",7,1983,3.3,3.3
"2081","Latvia",8,1983,12.33,12.33
"2082","Uganda",8,1983,7.52,7.52
"2083","Chile",9,1983,9.98,9.98
"2084","Russian Federation",10,1983,8.46,8.46
"2085","Andorra",11,1983,0,0
"2086","Australia",11,1983,12.76,12.76
"2087","Equatorial Guinea",11,1983,0.06,0.06
"2088","Poland",11,1983,8.25,8.25
"2089","Denmark",12,1983,12.81,12.81
"2090","Uruguay",12,1983,7.92,7.92
"2091","New Zealand",13,1983,11.99,11.99
"2092","United Arab Emirates",13,1983,12.35,12.35
"2093","Greece",14,1983,11.78,11.78
"2094","Kazakhstan",14,1983,0,0
"2095","Niue",14,1983,0,0
"2096","Paraguay",14,1983,6.51,6.51
"2097","Zambia",16,1983,2.95,2.95
"2098","United Kingdom of Great Britain and Northern Ireland",17,1983,10.1,10.1
"2099","Nigeria",18,1983,7.46,7.46
"2100","South Africa",18,1983,8.47,8.47
"2101","Haiti",19,1983,5.26,5.26
"2102","Sao Tome and Principe",19,1983,0.5,0.5
"2103","Burundi",20,1983,7.42,7.42
"2104","Eswatini",20,1983,6.03,6.03
"2105","Netherlands",20,1983,11.22,11.22
"2106","Dominica",21,1983,0,0
"2107","Grenada",21,1983,0,0
"2108","Canada",22,1983,10.06,10.06
"2109","Saint Kitts and Nevis",24,1983,3.89,3.89
"2110","Serbia",24,1983,0,0
"2111","Guyana",25,1983,5.17,5.17
"2112","Peru",25,1983,6.07,6.07
"2113","Austria",1,1982,13.5,13.5
"2114","Croatia",1,1982,0,0
"2115","Estonia",1,1982,0,0
"2116","France",1,1982,18.25,18.25
"2117","Hungary",1,1982,16.82,16.82
"2118","Ireland",1,1982,11.9,11.9
"2119","Portugal",1,1982,16.99,16.99
"2120","Republic of Moldova",1,1982,0,0
"2121","Slovenia",1,1982,19.5,19.5
"2122","Belarus",2,1982,12.67,12.67
"2123","Cook Islands",2,1982,0,0
"2124","Czechia",2,1982,14.12,14.12
"2125","Italy",2,1982,14.5,14.5
"2126","Lithuania",2,1982,0,0
"2127","Luxembourg",2,1982,16.84,16.84
"2128","Spain",2,1982,16.23,16.23
"2129","United States of America",2,1982,10.3,10.3
"2130","Belgium",3,1982,13.72,13.72
"2131","Saint Lucia",3,1982,8.79,8.79
"2132","Argentina",4,1982,14.57,14.57
"2133","Bahamas",4,1982,15.88,15.88
"2134","Germany",4,1982,15.69,15.69
"2135","Bulgaria",5,1982,11.2,11.2
"2136","Romania",5,1982,10.28,10.28
"2137","Gabon",6,1982,14.44,14.44
"2138","Republic of Korea",6,1982,13.7,13.7
"2139","Slovakia",6,1982,15.2,15.2
"2140","Switzerland",6,1982,14.71,14.71
"2141","Bosnia and Herzegovina",7,1982,0,0
"2142","Cyprus",7,1982,6.99,6.99
"2143","Rwanda",7,1982,7.96,7.96
"2144","Seychelles",7,1982,3.27,3.27
"2145","Latvia",8,1982,12.43,12.43
"2146","Uganda",8,1982,8.14,8.14
"2147","Chile",9,1982,12.64,12.64
"2148","Russian Federation",10,1982,7.68,7.68
"2149","Andorra",11,1982,0,0
"2150","Australia",11,1982,13.05,13.05
"2151","Equatorial Guinea",11,1982,0,0
"2152","Poland",11,1982,8.54,8.54
"2153","Denmark",12,1982,12.47,12.47
"2154","Uruguay",12,1982,8.45,8.45
"2155","New Zealand",13,1982,12.67,12.67
"2156","United Arab Emirates",13,1982,13.8,13.8
"2157","Greece",14,1982,11.01,11.01
"2158","Kazakhstan",14,1982,0,0
"2159","Niue",14,1982,0,0
"2160","Paraguay",14,1982,6.8,6.8
"2161","Zambia",16,1982,3.35,3.35
"2162","United Kingdom of Great Britain and Northern Ireland",17,1982,9.91,9.91
"2163","Nigeria",18,1982,8.51,8.51
"2164","South Africa",18,1982,8.57,8.57
"2165","Haiti",19,1982,6.72,6.72
"2166","Sao Tome and Principe",19,1982,0.69,0.69
"2167","Burundi",20,1982,7.99,7.99
"2168","Eswatini",20,1982,6.8,6.8
"2169","Netherlands",20,1982,11.04,11.04
"2170","Dominica",21,1982,0,0
"2171","Grenada",21,1982,0,0
"2172","Canada",22,1982,10.32,10.32
"2173","Saint Kitts and Nevis",24,1982,4.66,4.66
"2174","Serbia",24,1982,0,0
"2175","Guyana",25,1982,6.06,6.06
"2176","Peru",25,1982,5.78,5.78
"2177","Austria",1,1981,13.5,13.5
"2178","Croatia",1,1981,0,0
"2179","Estonia",1,1981,0,0
"2180","France",1,1981,18.33,18.33
"2181","Hungary",1,1981,16.73,16.73
"2182","Ireland",1,1981,12.51,12.51
"2183","Portugal",1,1981,15.38,15.38
"2184","Republic of Moldova",1,1981,0,0
"2185","Slovenia",1,1981,16.94,16.94
"2186","Belarus",2,1981,13.2,13.2
"2187","Cook Islands",2,1981,0,0
"2188","Czechia",2,1981,14.23,14.23
"2189","Italy",2,1981,15.07,15.07
"2190","Lithuania",2,1981,0,0
"2191","Luxembourg",2,1981,17.04,17.04
"2192","Spain",2,1981,16.84,16.84
"2193","United States of America",2,1981,10.45,10.45
"2194","Belgium",3,1981,13.25,13.25
"2195","Saint Lucia",3,1981,9.91,9.91
"2196","Argentina",4,1981,15.29,15.29
"2197","Bahamas",4,1981,14.67,14.67
"2198","Germany",4,1981,16.01,16.01
"2199","Bulgaria",5,1981,11.34,11.34
"2200","Romania",5,1981,10.48,10.48
"2201","Gabon",6,1981,11.88,11.88
"2202","Republic of Korea",6,1981,14.22,14.22
"2203","Slovakia",6,1981,15.02,15.02
"2204","Switzerland",6,1981,14.58,14.58
"2205","Bosnia and Herzegovina",7,1981,0,0
"2206","Cyprus",7,1981,6.71,6.71
"2207","Rwanda",7,1981,8.05,8.05
"2208","Seychelles",7,1981,3.39,3.39
"2209","Latvia",8,1981,12.79,12.79
"2210","Uganda",8,1981,7.61,7.61
"2211","Chile",9,1981,9.74,9.74
"2212","Russian Federation",10,1981,7.66,7.66
"2213","Andorra",11,1981,0,0
"2214","Australia",11,1981,13.46,13.46
"2215","Equatorial Guinea",11,1981,0,0
"2216","Poland",11,1981,11.21,11.21
"2217","Denmark",12,1981,12.09,12.09
"2218","Uruguay",12,1981,8.93,8.93
"2219","New Zealand",13,1981,12.98,12.98
"2220","United Arab Emirates",13,1981,13.77,13.77
"2221","Greece",14,1981,12.04,12.04
"2222","Kazakhstan",14,1981,0,0
"2223","Niue",14,1981,0,0
"2224","Paraguay",14,1981,6.29,6.29
"2225","Zambia",16,1981,3.81,3.81
"2226","United Kingdom of Great Britain and Northern Ireland",17,1981,10.27,10.27
"2227","Nigeria",18,1981,8.31,8.31
"2228","South Africa",18,1981,8.78,8.78
"2229","Haiti",19,1981,6.45,6.45
"2230","Sao Tome and Principe",19,1981,1.34,1.34
"2231","Burundi",20,1981,8.44,8.44
"2232","Eswatini",20,1981,5.79,5.79
"2233","Netherlands",20,1981,11.25,11.25
"2234","Dominica",21,1981,0,0
"2235","Grenada",21,1981,0,0
"2236","Canada",22,1981,10.33,10.33
"2237","Saint Kitts and Nevis",24,1981,4.44,4.44
"2238","Serbia",24,1981,0,0
"2239","Guyana",25,1981,6.21,6.21
"2240","Peru",25,1981,5.93,5.93
"2241","Austria",1,1980,13.6,13.6
"2242","Croatia",1,1980,0,0
"2243","Estonia",1,1980,0,0
"2244","France",1,1980,18.97,18.97
"2245","Hungary",1,1980,16.88,16.88
"2246","Ireland",1,1980,13.19,13.19
"2247","Portugal",1,1980,14.91,14.91
"2248","Republic of Moldova",1,1980,0,0
"2249","Slovenia",1,1980,0,0
"2250","Belarus",2,1980,13.23,13.23
"2251","Cook Islands",2,1980,0,0
"2252","Czechia",2,1980,13.99,13.99
"2253","Italy",2,1980,16.73,16.73
"2254","Lithuania",2,1980,0,0
"2255","Luxembourg",2,1980,17.57,17.57
"2256","Spain",2,1980,17.69,17.69
"2257","United States of America",2,1980,10.45,10.45
"2258","Belgium",3,1980,13.99,13.99
"2259","Saint Lucia",3,1980,8.35,8.35
"2260","Argentina",4,1980,16.6,16.6
"2261","Bahamas",4,1980,15.09,15.09
"2262","Germany",4,1980,16.45,16.45
"2263","Bulgaria",5,1980,10.84,10.84
"2264","Romania",5,1980,10.91,10.91
"2265","Gabon",6,1980,11.89,11.89
"2266","Republic of Korea",6,1980,14.77,14.77
"2267","Slovakia",6,1980,14.93,14.93
"2268","Switzerland",6,1980,14.25,14.25
"2269","Bosnia and Herzegovina",7,1980,0,0
"2270","Cyprus",7,1980,6.28,6.28
"2271","Rwanda",7,1980,7.33,7.33
"2272","Seychelles",7,1980,3.63,3.63
"2273","Latvia",8,1980,13.03,13.03
"2274","Uganda",8,1980,8.02,8.02
"2275","Chile",9,1980,10.22,10.22
"2276","Russian Federation",10,1980,7.91,7.91
"2277","Andorra",11,1980,0,0
"2278","Australia",11,1980,13.3,13.3
"2279","Equatorial Guinea",11,1980,0,0
"2280","Poland",11,1980,10.66,10.66
"2281","Denmark",12,1980,11.5,11.5
"2282","Uruguay",12,1980,8.76,8.76
"2283","New Zealand",13,1980,13.32,13.32
"2284","United Arab Emirates",13,1980,13.77,13.77
"2285","Greece",14,1980,13.21,13.21
"2286","Kazakhstan",14,1980,0,0
"2287","Niue",14,1980,0,0
"2288","Paraguay",14,1980,7,7
"2289","Zambia",16,1980,4.29,4.29
"2290","United Kingdom of Great Britain and Northern Ireland",17,1980,10.71,10.71
"2291","Nigeria",18,1980,8.22,8.22
"2292","South Africa",18,1980,8.6,8.6
"2293","Haiti",19,1980,6.45,6.45
"2294","Sao Tome and Principe",19,1980,1.4,1.4
"2295","Burundi",20,1980,8.01,8.01
"2296","Eswatini",20,1980,8.77,8.77
"2297","Netherlands",20,1980,11.33,11.33
"2298","Dominica",21,1980,0,0
"2299","Grenada",21,1980,0,0
"2300","Canada",22,1980,10.32,10.32
"2301","Saint Kitts and Nevis",24,1980,4.44,4.44
"2302","Serbia",24,1980,0,0
"2303","Guyana",25,1980,5.02,5.02
"2304","Peru",25,1980,6.01,6.01
"2305","Austria",1,1979,13.4,13.4
"2306","Croatia",1,1979,0,0
"2307","Estonia",1,1979,0,0
"2308","France",1,1979,19.4,19.4
"2309","Hungary",1,1979,15.59,15.59
"2310","Ireland",1,1979,13.83,13.83
"2311","Portugal",1,1979,14.19,14.19
"2312","Republic of Moldova",1,1979,0,0
"2313","Slovenia",1,1979,0,0
"2314","Belarus",2,1979,0,0
"2315","Cook Islands",2,1979,0,0
"2316","Czechia",2,1979,13.17,13.17
"2317","Italy",2,1979,16.49,16.49
"2318","Lithuania",2,1979,0,0
"2319","Luxembourg",2,1979,18.03,18.03
"2320","Spain",2,1979,17.71,17.71
"2321","United States of America",2,1979,10.41,10.41
"2322","Belgium",3,1979,13.56,13.56
"2323","Saint Lucia",3,1979,11.19,11.19
"2324","Argentina",4,1979,16.06,16.06
"2325","Bahamas",4,1979,14.99,14.99
"2326","Germany",4,1979,16.67,16.67
"2327","Bulgaria",5,1979,10.91,10.91
"2328","Romania",5,1979,11.41,11.41
"2329","Gabon",6,1979,11.48,11.48
"2330","Republic of Korea",6,1979,14.4,14.4
"2331","Slovakia",6,1979,13.57,13.57
"2332","Switzerland",6,1979,14.06,14.06
"2333","Bosnia and Herzegovina",7,1979,0,0
"2334","Cyprus",7,1979,5.99,5.99
"2335","Rwanda",7,1979,7.24,7.24
"2336","Seychelles",7,1979,3.56,3.56
"2337","Latvia",8,1979,0,0
"2338","Uganda",8,1979,9.04,9.04
"2339","Chile",9,1979,10.32,10.32
"2340","Russian Federation",10,1979,7.72,7.72
"2341","Andorra",11,1979,0,0
"2342","Australia",11,1979,13.23,13.23
"2343","Equatorial Guinea",11,1979,0,0
"2344","Poland",11,1979,10.62,10.62
"2345","Denmark",12,1979,11.41,11.41
"2346","Uruguay",12,1979,5.76,5.76
"2347","New Zealand",13,1979,13.13,13.13
"2348","United Arab Emirates",13,1979,13.82,13.82
"2349","Greece",14,1979,11.59,11.59
"2350","Kazakhstan",14,1979,0,0
"2351","Niue",14,1979,0,0
"2352","Paraguay",14,1979,7.32,7.32
"2353","Zambia",16,1979,5.16,5.16
"2354","United Kingdom of Great Britain and Northern Ireland",17,1979,11.24,11.24
"2355","Nigeria",18,1979,8.18,8.18
"2356","South Africa",18,1979,8.18,8.18
"2357","Haiti",19,1979,6.35,6.35
"2358","Sao Tome and Principe",19,1979,3.68,3.68
"2359","Burundi",20,1979,8.43,8.43
"2360","Eswatini",20,1979,8.29,8.29
"2361","Netherlands",20,1979,11.65,11.65
"2362","Dominica",21,1979,0,0
"2363","Grenada",21,1979,0,0
"2364","Canada",22,1979,10.15,10.15
"2365","Saint Kitts and Nevis",24,1979,3.6,3.6
"2366","Serbia",24,1979,0,0
"2367","Guyana",25,1979,4.14,4.14
"2368","Peru",25,1979,6.04,6.04
"2369","Austria",1,1978,14,14
"2370","Croatia",1,1978,0,0
"2371","Estonia",1,1978,0,0
"2372","France",1,1978,19.88,19.88
"2373","Hungary",1,1978,16.06,16.06
"2374","Ireland",1,1978,13.86,13.86
"2375","Portugal",1,1978,14.02,14.02
"2376","Republic of Moldova",1,1978,0,0
"2377","Slovenia",1,1978,0,0
"2378","Belarus",2,1978,0,0
"2379","Cook Islands",2,1978,0,0
"2380","Czechia",2,1978,14.64,14.64
"2381","Italy",2,1978,16.53,16.53
"2382","Lithuania",2,1978,0,0
"2383","Luxembourg",2,1978,18.08,18.08
"2384","Spain",2,1978,18.28,18.28
"2385","United States of America",2,1978,10.26,10.26
"2386","Belgium",3,1978,13.4,13.4
"2387","Saint Lucia",3,1978,11,11
"2388","Argentina",4,1978,15.71,15.71
"2389","Bahamas",4,1978,14.42,14.42
"2390","Germany",4,1978,16.27,16.27
"2391","Bulgaria",5,1978,11.27,11.27
"2392","Romania",5,1978,10.47,10.47
"2393","Gabon",6,1978,12.7,12.7
"2394","Republic of Korea",6,1978,14.3,14.3
"2395","Slovakia",6,1978,13.59,13.59
"2396","Switzerland",6,1978,14.16,14.16
"2397","Bosnia and Herzegovina",7,1978,0,0
"2398","Cyprus",7,1978,5.69,5.69
"2399","Rwanda",7,1978,7.35,7.35
"2400","Seychelles",7,1978,3.65,3.65
"2401","Latvia",8,1978,0,0
"2402","Uganda",8,1978,11.31,11.31
"2403","Chile",9,1978,9.8,9.8
"2404","Russian Federation",10,1978,7.77,7.77
"2405","Andorra",11,1978,0,0
"2406","Australia",11,1978,13.16,13.16
"2407","Equatorial Guinea",11,1978,0,0
"2408","Poland",11,1978,10.99,10.99
"2409","Denmark",12,1978,10.91,10.91
"2410","Uruguay",12,1978,6.07,6.07
"2411","New Zealand",13,1978,13.79,13.79
"2412","United Arab Emirates",13,1978,12.47,12.47
"2413","Greece",14,1978,11.39,11.39
"2414","Kazakhstan",14,1978,0,0
"2415","Niue",14,1978,0,0
"2416","Paraguay",14,1978,6.84,6.84
"2417","Zambia",16,1978,6.2,6.2
"2418","United Kingdom of Great Britain and Northern Ireland",17,1978,10.89,10.89
"2419","Nigeria",18,1978,7.75,7.75
"2420","South Africa",18,1978,7.51,7.51
"2421","Haiti",19,1978,6.25,6.25
"2422","Sao Tome and Principe",19,1978,1.52,1.52
"2423","Burundi",20,1978,7.56,7.56
"2424","Eswatini",20,1978,9.48,9.48
"2425","Netherlands",20,1978,11.25,11.25
"2426","Dominica",21,1978,0,0
"2427","Grenada",21,1978,0,0
"2428","Canada",22,1978,10.11,10.11
"2429","Saint Kitts and Nevis",24,1978,3.41,3.41
"2430","Serbia",24,1978,0,0
"2431","Guyana",25,1978,4.45,4.45
"2432","Peru",25,1978,5.89,5.89
"2433","Austria",1,1977,14.2,14.2
"2434","Croatia",1,1977,0,0
"2435","Estonia",1,1977,0,0
"2436","France",1,1977,20.74,20.74
"2437","Hungary",1,1977,15.67,15.67
"2438","Ireland",1,1977,13.56,13.56
"2439","Portugal",1,1977,13.74,13.74
"2440","Republic of Moldova",1,1977,0,0
"2441","Slovenia",1,1977,0,0
"2442","Belarus",2,1977,0,0
"2443","Cook Islands",2,1977,0,0
"2444","Czechia",2,1977,14.2,14.2
"2445","Italy",2,1977,16.99,16.99
"2446","Lithuania",2,1977,0,0
"2447","Luxembourg",2,1977,18.59,18.59
"2448","Spain",2,1977,17.07,17.07
"2449","United States of America",2,1977,9.99,9.99
"2450","Belgium",3,1977,13.47,13.47
"2451","Saint Lucia",3,1977,9.78,9.78
"2452","Argentina",4,1977,17.06,17.06
"2453","Bahamas",4,1977,14.65,14.65
"2454","Germany",4,1977,16.44,16.44
"2455","Bulgaria",5,1977,10.52,10.52
"2456","Romania",5,1977,9.61,9.61
"2457","Gabon",6,1977,13.76,13.76
"2458","Republic of Korea",6,1977,16.73,16.73
"2459","Slovakia",6,1977,14.85,14.85
"2460","Switzerland",6,1977,14.04,14.04
"2461","Bosnia and Herzegovina",7,1977,0,0
"2462","Cyprus",7,1977,5.21,5.21
"2463","Rwanda",7,1977,7.26,7.26
"2464","Seychelles",7,1977,3.59,3.59
"2465","Latvia",8,1977,0,0
"2466","Uganda",8,1977,11.75,11.75
"2467","Chile",9,1977,10.33,10.33
"2468","Russian Federation",10,1977,7.67,7.67
"2469","Andorra",11,1977,0,0
"2470","Australia",11,1977,13.54,13.54
"2471","Equatorial Guinea",11,1977,0,0
"2472","Poland",11,1977,10.47,10.47
"2473","Denmark",12,1977,11.43,11.43
"2474","Uruguay",12,1977,6.23,6.23
"2475","New Zealand",13,1977,13.25,13.25
"2476","United Arab Emirates",13,1977,9.98,9.98
"2477","Greece",14,1977,10.92,10.92
"2478","Kazakhstan",14,1977,0,0
"2479","Niue",14,1977,0,0
"2480","Paraguay",14,1977,5.84,5.84
"2481","Zambia",16,1977,6.57,6.57
"2482","United Kingdom of Great Britain and Northern Ireland",17,1977,10.28,10.28
"2483","Nigeria",18,1977,7.89,7.89
"2484","South Africa",18,1977,7.46,7.46
"2485","Haiti",19,1977,6.25,6.25
"2486","Sao Tome and Principe",19,1977,2.61,2.61
"2487","Burundi",20,1977,8.78,8.78
"2488","Eswatini",20,1977,9.69,9.69
"2489","Netherlands",20,1977,11.07,11.07
"2490","Dominica",21,1977,0,0
"2491","Grenada",21,1977,0,0
"2492","Canada",22,1977,9.94,9.94
"2493","Saint Kitts and Nevis",24,1977,3.23,3.23
"2494","Serbia",24,1977,0,0
"2495","Guyana",25,1977,4.07,4.07
"2496","Peru",25,1977,6.53,6.53
"2497","Austria",1,1976,14.3,14.3
"2498","Croatia",1,1976,0,0
"2499","Estonia",1,1976,0,0
"2500","France",1,1976,20.84,20.84
"2501","Hungary",1,1976,14.72,14.72
"2502","Ireland",1,1976,13.55,13.55
"2503","Portugal",1,1976,16.87,16.87
"2504","Republic of Moldova",1,1976,0,0
"2505","Slovenia",1,1976,0,0
"2506","Belarus",2,1976,0,0
"2507","Cook Islands",2,1976,0,0
